person,bead_colour,n_beads,Duration_in_Seconds,Vsearch_YesNo,Vsearch_Strategy,Bucket_YesNo,Bucket_Strategy,Gender,Ethnicity,Age,Height,Weight,Occupation,AreaOfStudy,Education,VidGame_YesNo,VidGame_Type,VidGame_Time,Sports_YesNo,Sports_Type,Sports_Time,Hobbies_YesNo,Hobbies_Type,Hobbies_Time,MentIll_YesNo,MentIll_Type,BFI2_01,BFI2_02,BFI2_03,BFI2_04,BFI2_05,BFI2_06,BFI2_07,BFI2_08,BFI2_09,BFI2_10,BFI2_11,BFI2_12,BFI2_13,BFI2_14,BFI2_15,BFI2_16,BFI2_17,BFI2_18,BFI2_19,BFI2_20,BFI2_21,BFI2_22,BFI2_23,BFI2_24,BFI2_25,BFI2_26,BFI2_27,BFI2_28,BFI2_29,BFI2_30,BFI2_31,BFI2_32,BFI2_33,BFI2_34,BFI2_35,BFI2_36,BFI2_37,BFI2_38,BFI2_39,BFI2_40,BFI2_41,BFI2_42,BFI2_43,BFI2_44,BFI2_45,BFI2_46,BFI2_47,BFI2_48,BFI2_49,BFI2_50,BFI2_51,BFI2_52,BFI2_53,BFI2_54,BFI2_55,BFI2_56,BFI2_57,BFI2_58,BFI2_59,BFI2_60,ProScale_01,ProScale_02,ProScale_03,ProScale_04,ProScale_05,ProScale_06,ProScale_07,ProScale_08,ProScale_09,ProScale_10,ProScale_11,ProScale_12,ProScale_13,ProScale_14,ProScale_15,ProScale_16,ProScale_17,ProScale_18,ProScale_19,ProScale_20,BIS11_01,BIS11_02,BIS11_03,BIS11_04,BIS11_05,BIS11_06,BIS11_07,BIS11_08,BIS11_09,BIS11_10,BIS11_11,BIS11_12,BIS11_13,BIS11_14,BIS11_15,BIS11_16,BIS11_17,BIS11_18,BIS11_19,BIS11_20,BIS11_21,BIS11_22,BIS11_23,BIS11_24,BIS11_25,BIS11_26,BIS11_27,BIS11_28,BIS11_29,BIS11_30
505,orange,1,1254,1,"First, find the targeted tilted line in the section that contains mostly the same shape of line. It will be easier to find the distinguish 45 degree right arrow shape in that group. If it is found, then the targeted line is present. If not, then try to find in other group which consists of mixed shapes of lines.
I used that strategy to save the time of finding the tilted line.",1,"1. Go into the furthest bucket first to pick up the first bucket, then grab the second bucket on the way back. I used this strategy to reduce the loads during the experiment.
2. After I know that I manage to carry a bucket with one hand, on my way to get the furthest bucket, I only reached half way in between bucket 1 and bucket 2 (not all the way up to the end of the line), then grab the furthest bucket with right hand, then grab the closest bucket with the left hand on my way back. I used this strategy to save the time of returning the buckets.",Female,Asian,33,162 cm,46 kg,PhD student,Economics,Master's degree,0,NA,NA,1,body pump,2,1,"listening to music, catching up with friends",10,0,NA,4,4,1,2,2,4,5,1,4,4,1,1,3,4,4,2,1,5,4,4,4,2,4,5,2,1,5,2,2,4,1,5,5,4,4,2,1,4,5,5,5,1,5,4,4,2,1,1,4,4,2,5,5,2,3,4,4,1,4,4,5,4,2,4,1,2,2,4,4,2,1,4,4,4,4,2,1,4,2,5,4,1,2,1,1,1,4,4,3,4,1,4,4,1,3,2,1,2,2,3,2,1,3,2,2,3,3,1,2,3
603,black,5,1771,1,"Find the line randomly by scanning the screen and look for any obvious different pattern. If not obvious, scan the lines arranged orderly, then move to the irregular arrangements scanning either from top to bottom, left to right or vice versa.",1,Pick the furthest bucket to and collect the one closer to the starting point upon return to avoid carrying twice the weight up and down,Male,African,32,1.71,60,Diagnostic Radiographer,Msc Medical Imaging,Msc,0,NA,NA,1,Football,08-Oct,1,"Singing, Fitness, Vlogging, Cooking",08-Oct,0,NA,4,4,3,5,2,4,5,3,5,4,1,1,5,2,5,2,4,3,2,5,4,2,4,4,2,2,4,2,5,2,2,4,3,2,5,1,1,4,2,3,5,3,5,5,1,4,1,1,4,1,2,4,3,2,2,4,4,1,1,4,1,4,2,4,3,5,3,3,4,4,5,5,4,2,2,5,5,5,5,2,2,1,2,2,1,2,1,4,3,4,1,3,1,1,2,3,1,1,2,3,1,2,1,1,1,1,2,1,2,3
604,orange,10,1562,0,"In the beginning I was just searching for a right tilted line, but later I was searching for a right tilted line at a particular angle. It was easier to select when it was among left tilted ones. But otherwise I felt it was a bit tricky to find out. However it was just a spontaneous spotting and no consistent strategy was used except for looking for a particular angle.",0,"I just went up to pick the nearest one first and the farther one second. There was no particular reason just that I was comfortable, doing it that way.",Female,Asian Indian,43,152cm,58kg,Student,Psychology,Post graduate diploma,0,NA,NA,0,NA,NA,1,"Reading, singing",5-6 hours,0,NA,5,5,2,4,4,5,5,2,5,4,2,5,5,2,3,3,2,4,3,5,2,1,4,5,1,2,5,2,4,2,4,4,5,2,5,3,3,3,1,3,4,1,5,4,2,4,1,2,3,1,3,5,4,2,3,4,5,2,2,3,4,3,5,5,2,5,2,4,3,2,2,2,5,2,2,3,3,3,3,2,3,1,3,4,2,3,2,3,2,2,1,3,3,1,2,2,2,3,2,3,3,2,1,1,2,2,4,1,2,2
605,black,8,989,0,I didnt use any strategy.,1,I picked the bucket which was near first and then  I took the next one .I felt this way more convinient .,female,indian,23,5'8,54,student,psychology,"B.A,B.Ed",1,adventure,01-Feb,1,volleyball,i am not practicing currently,0,NA,NA,0,NA,5,4,3,4,4,3,5,4,2,5,2,2,3,1,5,5,4,4,4,4,2,1,4,5,4,2,5,4,4,3,4,3,4,3,5,4,1,4,2,4,4,5,4,5,4,2,1,4,4,1,3,5,5,2,3,4,5,2,3,4,2,5,3,2,1,3,2,4,3,4,4,4,2,3,1,2,2,3,4,2,2,2,1,3,2,2,4,4,3,4,1,3,4,2,2,1,2,3,2,3,2,1,2,1,2,3,3,3,4,4
606,orange,8,1144,0,I did not use any strategy,0,I did not use any strategy,female,Hindu,23,158,48,student,psychology,maters,1,temple run,2 hours,0,NA,NA,1,listening to music,80hours,0,NA,5,5,2,3,4,2,5,3,5,4,4,1,2,4,4,3,5,5,4,3,2,1,4,5,5,3,5,2,2,4,3,4,4,4,5,5,3,3,4,4,3,2,3,3,1,4,1,1,4,1,1,3,2,4,3,5,5,2,5,5,4,4,2,NA,1,5,2,5,2,4,1,5,4,2,2,1,2,2,5,2,4,3,4,4,4,1,4,3,2,3,2,3,4,2,4,1,2,1,2,3,2,4,2,2,4,4,4,1,1,4
607,black,5,2136,0,"I tried to find the odd one from the side where all the lines are systematically arranged , and went line by line on the jumbled side. I believed this strategy would give me a chance to find the tilted line faster.",1,"I took the first bucket and then second one and brought them together back to the target place. Though I know, i can reduce the amount of work done by taking the bucket which is far first, I went for carrying both to create a balance with weing for my hands",male,Asian,28,5 9,79 kgs,Student,Psychology,Masters,1,treasure hunt,2 hrs,1,badminton,8hrs,1,writing,5hrs,0,NA,5,5,3,5,5,4,5,3,5,3,2,1,4,2,4,4,1,3,2,5,3,1,2,5,1,2,5,4,5,2,4,5,2,2,5,2,1,4,3,4,3,2,5,4,1,3,1,2,4,1,3,5,5,2,1,4,5,3,1,4,1,4,5,5,1,4,1,4,4,4,2,5,5,2,2,4,2,4,3,5,2,2,3,4,1,3,2,4,3,3,2,3,3,1,4,2,2,1,2,3,1,2,1,2,2,3,4,2,4,4
608,orange,3,3216,1,TO ONLY FOCUS ON THE SCATTERED LINES. IT WAS EASIER TO NOTICE THE LINE IN BETWEEN THE ONES THAT WERE  NEATLY ORGANISED,1,TO GO FOR THE FURTHERST FIRST BUT I DECIDED TO BE SPONTANEOUS AND GO FOR THE NEAREST ONE FIRST IN ONE OF THE TRIALS.,FEMALE,BLACK,27,1.55,62,STUDENT,OIL AND GAS ENTERPRISE MANAGEMENT,BACHELORS,1,CANDY CRUSH,8,1,VOLLEY BALLL,2,1,"READING, LISTENING TO MUSIC, SHOPPING",12,0,NA,3,4,3,4,4,4,5,5,4,5,3,4,5,3,4,5,5,5,4,4,4,2,4,4,3,1,3,3,2,4,4,3,3,4,3,2,4,4,4,5,3,4,5,3,1,2,4,1,1,1,3,4,3,3,4,4,4,2,4,5,4,4,3,2,2,1,4,2,4,3,4,4,2,2,2,4,4,2,5,2,3,2,1,2,1,4,2,3,2,4,3,3,3,1,2,2,2,2,2,3,1,4,3,1,1,2,3,4,3,2
609,black,7,1143,1,I was looking on the side with more similar lines to identify the one that is different,0,Did not use a strategy to retrieve the buckets,Male,Indian,26,168cm,60kgs,Student,Economics,Masters,0,NA,NA,1,Cycling,about 8 hours,1,Running,10 hours,0,NA,2,3,4,1,3,3,4,3,3,5,3,2,4,3,3,4,3,2,4,2,1,2,4,2,4,1,4,4,2,2,5,3,2,5,2,3,3,4,4,3,4,4,4,2,3,4,3,3,3,3,3,3,4,4,4,2,3,4,3,3,4,3,5,2,3,1,2,4,4,3,3,3,4,1,4,3,3,4,3,1,3,3,3,2,3,4,3,2,2,2,2,2,4,3,2,3,2,2,3,2,2,2,1,2,2,2,1,3,3,3
610,orange,5,716,1,"a quick first glance at the side where all the lines face the same direction, then a quick search on the side where the lines are mixed. it is very obvious if the tilted line is among others that face the opposite direction so i would immediately spot it, then if i did not, i would do the search.",1,"first i took the bucket near me, carrying it over to pick up the other one and return both back. i know this is not the best strategy as taking the farther bucket would mean i would be carrying both buckets for a shorter duration of time, but the buckets werent heavy so  i didnt mind.",female,white,21,166 cm,63 kg,undergraduate student,psychology,high school,0,NA,NA,0,NA,NA,1,"reading, painting, exercise/weightlifting",05-Oct,0,NA,4,5,2,2,4,4,4,2,2,4,1,4,5,3,2,2,1,4,4,4,5,2,2,3,1,1,3,2,2,3,2,4,3,4,4,2,2,5,3,4,4,4,5,3,3,4,2,1,2,2,1,4,4,3,2,4,2,2,4,3,4,1,5,4,1,5,2,5,2,2,2,2,3,4,4,3,2,3,2,4,3,1,2,3,1,4,4,3,3,4,1,3,3,2,3,1,2,1,2,3,2,1,1,2,1,3,1,1,2,4
611,orange,2,3541,1,I would look at the side which had majority of the same lines first and then i would go to the other side and go from each line across the way. Sometimes I would go look vertical on the side which had different lines.,1,"I picked up the bucket which was closest and then went to retrieve the furthest bucket, this strategy seemed more practical to me.",Female,Indian,18,"5 ft, 4",? i dont know,Student,Psychology and Economics,Advanced highers,1,"Adventure, horror",1,0,NA,NA,1,"Reading, music, cooking, going out",8,0,NA,4,4,4,2,4,2,4,4,3,4,2,2,3,4,4,4,4,3,4,4,2,2,4,4,2,4,3,4,4,2,4,4,2,4,4,4,2,4,4,4,2,3,4,3,2,4,2,2,2,2,2,4,2,4,2,3,4,4,4,4,4,4,3,2,4,4,4,2,4,4,2,4,3,2,2,4,4,4,4,3,2,3,3,3,3,3,3,1,2,2,2,2,2,3,3,1,3,1,3,2,2,3,1,2,3,3,3,1,3,2
612,black,10,16762,0,I would first look among similar lines to start from the easiest part and then follow intuition.,1,Picking up the further one first to not carry too much weight for too long and \i would change hands after a moment.,female,white,21,170cm,60kg,student,economics,high school,0,NA,NA,1,horse riding,01-Feb,1,reading,05-Aug,0,NA,5,4,2,4,1,5,5,1,4,5,1,2,5,2,3,4,1,4,5,5,4,1,3,4,1,1,3,1,4,4,2,4,3,4,5,1,1,5,4,5,4,3,4,4,2,2,1,2,2,1,1,4,5,4,1,4,4,1,1,2,4,4,3,1,2,3,1,3,3,3,4,3,1,1,2,5,3,3,2,3,4,1,3,2,1,4,2,4,3,2,2,4,4,1,4,2,2,1,2,1,2,2,1,1,1,2,2,2,2,4
613,orange,6,702,1,First I looked on the side with the same lines because it was easier to identify if there was a different line,0,NA,Female,Mix African,25,159 cm,57 Kg,Student,Oil and Gas,Master,0,NA,NA,0,NA,NA,1,Running,4,0,NA,4,4,1,3,4,3,5,3,4,5,2,3,2,4,4,3,2,5,4,3,4,4,3,4,3,4,4,2,3,4,4,5,5,5,3,2,3,5,4,5,4,5,5,3,3,3,3,1,2,3,2,4,4,4,3,4,3,2,3,4,4,2,5,4,3,5,3,2,3,2,2,2,5,4,4,2,2,4,3,4,4,1,2,2,1,3,4,4,3,4,2,4,4,2,3,2,2,1,1,3,1,2,1,2,1,2,2,2,3,4
614,black,3,595,1,"I first checked the side that had similar lines to quickly identify the odd line, then I skimmed through the scattered side",0,I did not use any strategy,Female,Black,25,5'7,80kg,Student,Oil and Gas Enterprise Management,B.Eng,0,NA,NA,1,Volleyball,2,1,Cooking,8 hours,0,NA,4,5,1,4,4,4,5,2,4,2,4,1,5,4,2,5,5,5,4,4,2,5,2,2,2,2,5,1,4,4,5,5,4,5,4,4,1,5,4,4,4,2,5,4,2,1,2,1,1,2,5,5,4,2,2,4,5,2,4,4,4,4,4,1,5,1,2,2,4,4,5,4,2,2,2,5,5,2,2,2,3,1,3,3,2,3,3,4,3,4,1,3,3,1,3,1,2,1,1,3,1,1,2,1,1,2,4,2,3,3
615,orange,1,587,1,I was looking for tilted line row wise in most of the cases.,1,I was going for the first bucket and then the second bucket. It was not very heavy so no problem in lifting directly.,Male,Asian Indian,24,178 cm,71 kg,Student,Renewable Energy Engineering,Postgraduate,1,Sports-SIM,5,1,"Football, Cricket, Athletics, Swimming",7,1,Reading,3,0,NA,4,5,2,5,2,4,5,2,4,5,1,1,5,1,5,4,2,4,4,5,4,2,2,4,1,1,4,2,4,2,2,5,4,2,4,2,1,5,2,4,4,2,5,4,1,2,1,2,4,2,1,4,4,2,1,4,4,2,3,4,2,2,4,4,1,5,2,3,2,2,4,2,4,4,4,2,2,4,1,4,3,1,2,2,2,2,3,4,4,3,2,3,3,1,3,2,1,2,2,4,2,2,2,1,1,2,2,2,3,3
616,black,1,1294,0,"I started from either the left or right side of the screen and searched randomly. At times I found the tilted line in the odd side of the lines as well.
I used it because I don't really plan things way too much and actually follow it. I believe in reaching the target, whatever path chosen.",0,"For the starting two times I followed two different ways to figure out which is the earliest and easiest way to finish the task. And it was starting from the distant bucket and to grab the closer one on the way back. 
The strategy helped me saving time. Also, I think I have a tendency to look for a distant goal.",Female,Asian,24,"5'2""",58kg,Student,Renewable Energy Engineering (MSc),Bachelor of Technology,0,NA,NA,0,NA,NA,1,"Writing, Photography, Travelling",3-4 hours,0,NA,4,4,2,5,5,5,4,3,4,5,1,2,4,5,5,4,5,3,4,4,4,1,1,5,1,2,4,4,5,5,4,5,5,4,5,2,5,5,4,5,4,4,5,5,2,4,2,3,2,1,2,5,5,4,4,5,2,4,3,5,4,4,3,2,2,2,2,5,4,4,4,2,4,1,2,4,4,4,2,4,2,2,3,4,1,3,1,4,3,2,2,3,3,1,4,4,4,1,3,3,4,4,1,3,2,2,4,2,4,4
617,orange,10,6109,0,didn't focus on anything specific rather looked as a whole and tried to unconsciously find the line as I remembered it.,1,"It was quite spontaneous, I felt if I would grab the bucket closer to me first them I wouldn't have to walk till the last bucket. I just stretched my arm to grab the last bucket instead.",Female,Indian,23,157cm,54kg,Student,Psychology,Bachelor's Degree,1,"Shooting, Strategy, Escape",02-Mar,1,"Tennis, Football, Swimming",01-Feb,1,"Cooking, collecting coins, writing, videography",04-May,0,NA,2,3,1,4,4,3,5,5,4,5,2,1,5,2,3,3,4,5,5,5,3,1,4,4,1,4,4,2,4,4,4,4,4,4,5,3,2,3,3,4,1,4,4,5,1,4,3,2,2,2,4,4,4,3,1,4,5,2,4,5,5,5,1,1,5,1,5,4,5,5,2,4,3,1,2,4,4,4,2,4,3,1,2,2,1,2,4,4,3,4,2,3,4,1,4,1,1,2,1,3,1,1,2,1,1,4,1,2,2,3
618,black,3,851,0,moving my eyes around,0,no strategy used,female,asian origin,30,161cm,70kg,pharmacist,Msc Global health and management,masters,0,NA,NA,1,table tennis,1,1,reading,10,0,NA,5,5,5,3,5,3,4,3,5,5,5,1,2,3,5,2,4,3,4,5,3,2,4,5,1,1,5,4,4,1,1,3,4,5,5,4,4,5,3,5,5,4,5,4,1,3,2,2,4,1,1,4,5,4,1,4,4,4,2,5,3,5,3,1,5,3,1,3,1,5,1,2,4,3,2,4,3,3,2,4,3,1,2,3,2,4,3,3,3,3,2,4,4,1,4,2,2,2,2,3,1,1,3,1,2,4,4,2,4,4
619,orange,8,3730,1,"After the first set of pages, I started focusing on the side of the screen that had several dissimilar lines. This was because I realised that it was easier to find the tilted line in the other half of the page that had a set of consistent lines. So usually if I couldn't find the tilted line in the half of the page with a set of dissimilar line after viewing for a few seconds, I would conclude that the line wasn't there. I used this strategy as it seemed to me as the fastest and most efficient method to get accurate answers.",1,"I walked towards the farthest bucket first, picked it up and then picked up the 2nd bucket on my way back to the starting point. I adopted this strategy as it was the easiest way to perform the tasks. Both buckets contained approximately the same amount of material and would therefore weigh the same so it just seemed more reasonable to pick up the furthest one first and come back for the closer one seeing as I have 2 fully functional arms.",Male,Black African,25,5'10'',72kg,Graduate Student,Renewable Energy Engineering,Bachelors,1,Action-adventure computer games,1 to 2 hours,0,NA,NA,1,"Travelling, Movies, Volunteering, Working out, Reading",35 to 50 hours,0,NA,4,5,4,4,4,4,5,5,5,5,1,3,5,4,4,4,1,4,5,4,4,2,4,4,1,1,5,5,4,2,5,4,4,4,4,2,2,5,3,4,4,4,5,4,2,2,3,1,2,1,2,5,5,2,2,4,4,5,4,4,4,4,3,1,2,5,4,3,4,4,4,5,5,2,2,4,4,2,5,1,3,2,3,1,1,3,4,3,2,2,2,3,4,2,3,3,2,1,2,3,2,3,1,2,2,2,2,3,2,4
620,orange,10,1275,1,Browsing quickly each row,1,The limited amount of energy and time spent,Male,Asian-Indian,22,180 cm,90 Kg,Student,Business,Bachlors,1,FPS,5,0,NA,NA,1,"Aviation,cooking",7,0,NA,3,5,2,3,3,4,4,2,3,5,1,2,5,2,4,5,2,5,4,3,5,2,2,5,2,1,3,2,2,2,4,3,5,4,4,4,2,5,3,5,4,5,5,4,3,3,3,1,2,3,2,5,5,2,2,5,2,2,2,4,5,1,5,5,1,5,3,3,2,3,3,2,5,4,5,1,1,5,2,5,4,2,1,3,1,3,4,3,3,4,2,4,4,1,3,2,1,2,2,3,1,1,4,1,1,3,2,1,2,4
621,orange,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,black,5,1158,0,"Sometimes, I would shrink my eyes, so that my focus becomes blurred. This helped me to find the tilted line. However, this strategy didn't work every time.",1,"I collected the bucket the farthest away first, followed by the nearest bucket. This was to minimize my overall work load.",Male,"Tamil, South Asian",32,175 cm,82,Engineer - Offshore Marine,MBA Energy Management,"Master of Science (M.S) Offshore Engineering, TU Delft, Netherlands",1,"Adventure, Strategy, Medieval Kingdom building and History Simulation.",10 to 14 hrs,1,"Regular at the Gym, Rowing and Elliptical.",15,1,"Reading history, Travelling to new locations, Dancing at Clubs with friends.",5 hrs,0,NA,5,5,2,2,4,4,5,4,3,5,2,4,5,4,4,3,1,4,4,5,2,1,2,5,1,2,2,1,4,2,3,5,5,4,4,2,2,5,4,5,4,2,5,4,1,4,3,1,2,4,3,5,5,4,2,5,4,2,3,5,4,2,5,2,1,2,1,2,2,4,4,1,4,4,1,4,2,4,1,5,3,1,2,2,1,2,2,4,3,4,2,3,3,1,4,1,1,1,2,3,2,2,3,2,1,2,2,1,3,2
623,orange,3,610,0,"searched the entire page, There was no strategy involved",1,pick the bucket in front of me and then the one a few spaces ahead,female,indian,22,160cm,66kg,student,business management,secondary education,0,NA,NA,0,NA,NA,1,"reading , watching movies and exploring",5 hours,0,NA,5,5,4,4,4,3,5,5,4,5,3,1,5,5,4,1,1,3,3,5,4,3,5,5,2,3,3,4,3,2,1,4,3,5,5,1,1,4,4,3,5,1,5,3,3,5,1,3,3,3,1,5,4,3,3,5,5,4,4,3,3,2,3,1,3,2,3,4,3,4,3,3,4,3,3,2,4,3,3,4,3,2,2,3,2,1,3,3,2,4,1,3,3,2,1,1,2,2,3,2,1,2,1,2,1,2,3,1,3,3
624,orange,5,1016,1,key words for what Im looking,1,put them as I use them more and how they look better,male,Hispano latin,27,185,75,student,finance and investment,undergraduate,0,NA,NA,1,running,2 hours,1,reading and music,6,0,NA,4,3,2,4,3,3,4,2,4,4,3,3,2,2,3,2,4,4,3,4,4,4,2,5,1,2,4,2,3,2,4,3,3,3,3,2,2,4,3,4,4,2,3,3,3,4,3,2,2,3,3,4,5,3,2,4,3,2,2,3,4,2,4,4,2,3,2,3,2,2,2,2,4,4,4,2,2,3,2,4,3,1,3,3,1,2,2,4,3,4,1,3,1,1,3,1,4,1,2,3,2,1,3,1,1,2,3,1,1,3
625,black,1,1316,1,Look around as quick as i can to get the line while searching because other lines are all in the screen,0,Pick one after the other then realised it is easier to pick both at same time,Male,African,38,1.73 m,78kg,student,Mechanical Engineering,Masters,0,NA,NA,1,"Chess, table tennis",1 one an average if i have a partner,1,"Reading, meditating , news",24 hrs,0,NA,5,5,1,5,5,5,5,1,5,5,3,1,5,5,4,5,5,5,3,5,3,1,1,5,1,1,5,1,5,1,4,5,5,1,5,1,1,5,1,1,5,1,5,5,1,1,5,1,4,1,5,5,5,1,1,5,5,1,1,5,5,1,4,5,4,5,1,5,1,5,2,1,5,5,5,5,1,5,1,5,4,1,4,4,2,4,3,4,4,4,1,4,4,1,4,2,1,2,3,4,1,2,4,1,1,2,4,1,1,4
626,orange,4,5277,1,"I first checked the half that had most lines facing in one direction, because there it is easier to find the one line that does not fit. If I could not find it and when the other half looked very difficult and messy, I usually started at the top from left to right and checked all lines, but only skimming them (sometimes putting my eyesight on blurry) because I was also aware of time running usually. Sometimes I did not use a strategy at all but just saw the line directly.",1,"I quickly considered what would be easiest. Picking the back bucket first seemed to me less effort because then I did not have to carry the first bucket to the back and back to the starting point. I usually approached from the right as this meant to me to pick the bucket up with my stronger right hand first, when I did the turn at the back.
Since I was asked to do it several times, I wondered whether I should do something different, but I did not make the effort to change it, even though the buckets were not heavy. I could have made that task more fun this way maybe, but did not think I should.",female,White-European (German-Dutch),22,1.79 m (do not know what that is in UK height),63 kg,student,Archaeology and History,"Now I am graduating with Undergraduate studies this summer, but currently my German highschool graduation is the highest level (Abitur: similar to A-levels)",0,NA,NA,1,"I played Volleyball for a long time, I dance, surf a bit, I run and hike a lot, do home workouts and yoga",10-15 hours,1,"reading, writing, drawing, hiking, running, wildswimming, traveling",15-25 hours,0,NA,3,4,4,2,1,3,4,4,3,5,4,4,3,5,3,4,2,2,4,5,2,2,5,2,2,2,3,3,1,2,4,3,2,5,5,3,3,3,4,5,4,5,3,4,2,2,3,2,1,1,4,4,4,4,2,3,3,3,4,4,5,4,4,4,3,2,4,2,4,5,2,4,2,2,1,4,3,2,2,3,3,2,1,2,3,3,2,2,2,3,2,3,2,2,3,2,2,2,2,2,4,1,2,3,1,3,2,3,2,2
627,orange,3,604,1,Try to find arrows with the 45 degree position,1,Collecting one by one with the right hand,Female,Latin,29,158 cm,60,Student,Geoscience,Bachelor,0,NA,NA,1,Running,7,1,Reading books and watching movies,5,0,NA,5,2,1,4,4,4,5,2,4,5,1,1,1,1,5,4,1,4,4,5,4,4,1,5,2,1,4,2,4,2,3,5,4,4,4,3,4,5,3,4,4,2,5,5,1,4,3,1,2,1,1,5,5,2,3,4,4,1,1,5,4,2,5,5,3,5,3,4,4,2,2,2,5,5,5,2,4,5,3,5,4,1,3,4,2,2,4,4,4,4,1,4,3,2,4,1,1,1,1,3,1,1,1,1,1,1,4,3,4,4
628,black,10,1643,1,"to look for some bold words, or shorter sentence",1,"retrieve max what I can and try to bring back the one in front of me first, if it's easy to take both together, then retrieve them together.",N/A,"Asian, Chinese",25,162,75kg? maybe,Student,Psychology,Bachelor,1,"Cosplay, Strategy, etc.",I don't know,0,NA,NA,1,"Do some hand work, tourism,",I don't know,0,NA,3,4,3,1,1,1,5,4,3,5,3,3,3,3,3,3,3,3,5,4,2,2,3,2,3,4,3,4,3,3,4,2,3,4,4,5,2,3,3,2,2,4,3,3,1,3,3,3,2,1,3,4,3,4,2,3,2,4,3,3,3,3,4,2,3,2,3,3,3,3,2,4,4,4,3,2,2,3,3,3,3,2,2,2,2,4,4,2,3,3,2,2,3,4,2,2,3,3,3,2,2,2,2,2,1,3,2,1,3,3
629,orange,5,2920,0,I always randomly search the tilted line until I realise I have searched everywhere.,0,"For a first few times, I retrieved the closest buckets first and then the other one.
And then I changed to retrieve two buckets at the same time.",Male,Chinese,29,194cm,76kg,student,Psychology,Masters,1,"Shooting game, Moba game",14 hours,1,"jogging, kickboxing",7,1,tv series,17,0,NA,2,4,2,5,4,3,4,4,2,5,4,3,5,3,4,5,4,2,2,4,2,1,2,5,4,5,4,2,4,4,3,2,4,4,5,4,4,2,4,5,2,3,4,4,2,1,5,4,3,2,3,4,4,4,4,1,2,4,4,3,5,2,2,2,1,1,3,4,3,3,4,5,4,4,3,1,1,2,3,2,4,1,4,1,1,2,4,3,2,2,3,4,3,1,3,2,2,2,1,4,1,3,2,1,3,2,1,1,1,3
630,orange,3,3291,0,no,1,I am coming back  so I don't want to handle the first bucket until I am back,Male,Arab,26,170,64,Master Student,Global Health,Master,1,Action,1,1,Football,3,1,walking,15,0,NA,5,4,4,1,4,4,5,5,4,5,2,4,4,5,5,2,5,5,5,5,5,4,5,5,5,4,4,5,5,4,4,5,5,4,2,2,1,4,5,5,5,5,5,4,2,5,5,5,1,5,2,5,5,5,4,5,5,5,5,5,4,5,5,1,5,5,5,5,5,4,4,5,1,1,5,5,4,4,5,5,4,4,4,4,1,4,4,4,4,4,4,4,3,1,1,1,1,4,4,4,1,1,1,1,2,4,4,4,4,4
631,black,10,842,0,no,0,no,female,Arab,25,168,63,phlebotomist,-,Bachelor,0,NA,NA,0,NA,NA,1,reading,3,0,NA,5,5,2,4,3,3,5,2,3,3,2,1,2,1,4,5,1,5,2,3,4,1,2,4,3,2,4,1,3,3,4,5,5,4,4,3,1,4,2,4,3,4,3,4,2,4,2,2,4,3,2,5,5,1,2,4,5,1,3,4,4,1,1,5,1,5,2,4,1,5,4,1,5,1,3,2,2,5,2,4,4,1,2,3,1,2,4,3,4,4,2,3,3,2,3,1,1,1,2,3,1,1,2,1,1,2,4,1,4,3
632,orange,1,1170,1,I looked first in the side of the screen with the lines all oriented the same way then if I don't see it there I look in the other side of the screen for the line and look only at the lines that are leaning to the right.,1,I picked up the farthest one first and then turned around and walked back and picked up the closest one to the start line last.,Male,Mixed,46,"5'5""",146 lbs,Student,Geosciences,Master's degree,1,Individual or 2 player games,"Right now, none because I am attending university and don't have access to it.",1,"Football, tennis, table tennis, volleyball and basketball",1 hour,1,"Karate, hiking, camping",1 hour,0,NA,5,5,1,5,1,5,5,2,5,5,3,4,5,1,3,1,1,5,2,5,5,3,4,5,1,1,4,1,3,1,1,5,5,2,5,1,1,5,1,5,3,4,5,5,1,5,5,1,4,3,1,5,5,1,3,5,3,2,1,5,5,2,4,2,4,4,4,4,5,4,4,4,4,2,3,4,4,4,4,2,3,1,2,3,1,1,3,4,3,3,1,4,4,1,2,1,1,1,2,4,1,1,1,1,1,2,2,1,2,2
